gene,connectivity,dynamicColors,moduleColors,moduleLabels
Ints10,6.646831478971337,brown,brown,1
Chrna5,6.607758155355157,brown,brown,1
Leng8,6.598578558708329,brown,brown,1
Myo3b,6.539065599595989,brown,brown,1
Egfem1,6.530849011304411,brown,brown,1
Hmox2,6.520014113968818,brown,brown,1
Mir425,6.443620578191413,brown,brown,1
Hyal1,6.43546687175871,brown,brown,1
Rbm26,6.345982405173589,brown,brown,1
Zgpat,6.333791347177553,brown,brown,1
Usp51,6.3258985233031515,brown,brown,1
Mypop,6.3243137337583155,brown,brown,1
Ccnl2,6.295136273122422,brown,brown,1
Sele,6.255927118925823,brown,brown,1
Tead2,6.20341209427759,brown,brown,1
Pank2,6.168886012685292,brown,brown,1
Mir2985,6.132064837721393,brown,brown,1
Kcnk10,6.127708533859614,brown,brown,1
Vwf,6.110480543986659,brown,brown,1
Stard4,6.097920797917507,brown,brown,1
Man1a1,6.004259638803076,brown,brown,1
Rxrb,5.948972064327944,brown,brown,1
Cd34,5.9205087207578675,brown,brown,1
Myo7b,5.875183336921055,brown,brown,1
Klhl28,5.870667523364978,brown,brown,1
Sypl2,5.828167163383163,brown,brown,1
Prpf18,5.814899345386461,brown,brown,1
Kremen1,5.801649798568617,brown,brown,1
Plcl2,5.773650738034466,brown,brown,1
Fgfbp1,5.743470282236611,brown,brown,1
RGD1359449,5.719514154551658,brown,brown,1
Tspyl2,5.718055652110159,brown,brown,1
Pigl,5.706458114658893,brown,brown,1
Arrdc3,5.66562201821874,brown,brown,1
Dhx8,5.650278087473802,brown,brown,1
Odf3,5.6114856959522745,brown,brown,1
Rilpl1,5.584163353767869,brown,brown,1
Rbm11,5.573369975830181,brown,brown,1
Prdm9,5.533144150738492,brown,brown,1
Cyb5d1,5.530193314810656,brown,brown,1
F2rl2,5.361041456511899,brown,brown,1
Zmynd10,5.349380807524652,brown,brown,1
Tada2b,5.33815065295296,brown,brown,1
Snai3,5.320992951312694,brown,brown,1
Pds5a,5.320802147113605,brown,brown,1
Sod2,5.316603347216441,brown,brown,1
Kif13b,5.305426867325901,brown,brown,1
Iqgap3,5.282119340128219,brown,brown,1
Zfp112,5.266021404624003,brown,brown,1
RGD1561676,5.228978566213772,brown,brown,1
Tdh,5.155169044682281,brown,brown,1
Pex1,5.124828487141258,brown,brown,1
Col4a4,5.088489530865495,brown,brown,1
Nr4a3,5.02968718005032,brown,brown,1
Gmeb1,5.007770899718744,brown,brown,1
Cldn22,5.007705748307869,brown,brown,1
Inafm1,4.982172775647994,brown,brown,1
Vom2r12,4.966523915545189,brown,brown,1
Dnah1,4.9457881817547635,brown,brown,1
Rhag,4.9405064888504535,brown,brown,1
Wdr93,4.916694453630656,brown,brown,1
Rundc3b,4.915574034481073,brown,brown,1
Pou3f4,4.9022605134255075,brown,brown,1
Sos1,4.88863039651052,brown,brown,1
Bag5,4.8816038825182,brown,brown,1
Grin3a,4.879564671640063,brown,brown,1
RGD1566401,4.863885983673614,brown,brown,1
Cd28,4.832152810512059,brown,brown,1
Scarf1,4.770909084991191,brown,brown,1
Atg7,4.763314989016436,brown,brown,1
Wfdc9,4.716129905811541,brown,brown,1
Fmc1,4.709371601787558,brown,brown,1
Max,4.703232459602296,brown,brown,1
Mir3068,4.699073337175372,brown,brown,1
Pglyrp1,4.686665629438091,brown,brown,1
Myh9,4.671009106825027,brown,brown,1
Ifit1,4.646767986549238,brown,brown,1
Camkk1,4.630855280129337,brown,brown,1
P4ha3,4.59283223135924,brown,brown,1
Cd300e,4.581803622295763,brown,brown,1
Cttnbp2,4.579040677711613,brown,brown,1
Uba52,4.564093407479714,brown,brown,1
Gpr12,4.541742197454027,brown,brown,1
Mthfd1l,4.537169565702381,brown,brown,1
Tmprss6,4.521222416157123,brown,brown,1
Cntnap5a,4.4977609463471975,brown,brown,1
Slc12a6,4.485431006458186,brown,brown,1
Rnf144b,4.482794430758855,brown,brown,1
Sepw1,4.425821627823471,brown,brown,1
Xpnpep3,4.419943631170294,brown,brown,1
F8a1,4.417670421239266,brown,brown,1
Fam57b,4.387188106933167,brown,brown,1
Kcnj3,4.368374033637317,brown,brown,1
Ttc4,4.3357555189961925,brown,brown,1
Hsd11b1,4.318696103420493,brown,brown,1
Arl14,4.298957374267475,brown,brown,1
Rasgrp4,4.294660488686687,brown,brown,1
Catsperg1,4.279272826596605,brown,brown,1
Hoxb13,4.276382859510083,brown,brown,1
Cysltr1,4.218708356541561,brown,brown,1
Polr2l,4.208296320208151,brown,brown,1
Alcam,4.200814291581158,brown,brown,1
Noc2l,4.193272589186235,brown,brown,1
Nt5c1b,4.163396989249406,brown,brown,1
Scarb2,4.160557983566248,brown,brown,1
Etv5,4.158321663814308,brown,brown,1
Hgf,4.118641761998258,brown,brown,1
Kif2c,4.093600709840384,brown,brown,1
RGD1308106,4.088254858853338,brown,brown,1
Znrf4,4.0806289469225785,brown,brown,1
Mir143,4.07082015977092,brown,brown,1
LOC100911576,4.067596707953335,brown,brown,1
Myo1b,4.055284594374896,brown,brown,1
Luzp1,4.044097313189836,brown,brown,1
Pcdha13,4.024026240515297,brown,brown,1
Rnf2,4.020629422329454,brown,brown,1
Mir27b,4.014599795622625,brown,brown,1
Synm,3.976646406460244,brown,brown,1
Gnl1,3.975736347833586,brown,brown,1
P2rx6,3.9534765688106943,brown,brown,1
Purg,3.8769848984070046,brown,brown,1
RT1-S2,3.8680735179025056,brown,brown,1
Spred1,3.8635847887286587,brown,brown,1
Hist1h2bk,3.8336525828200605,brown,brown,1
Alg2,3.804327013061038,brown,brown,1
Romo1,3.7793001550890994,brown,brown,1
Ccdc19,3.7655285093755038,brown,brown,1
Ndc80,3.7384171282124314,brown,brown,1
Cyp26b1,3.732038415833275,brown,brown,1
Ccr3,3.709622346695275,brown,brown,1
Mboat1,3.624210913138459,brown,brown,1
Haus1,3.6070388363176957,brown,brown,1
Zdhhc19,3.575682172730101,brown,brown,1
Pvrl3,3.5642646947610173,brown,brown,1
Dnph1,3.5577838149492673,brown,brown,1
Srp68,3.5497439686469336,brown,brown,1
Hist1h4m,3.533043744945591,brown,brown,1
Gng13,3.52935925617217,brown,brown,1
Cyth1,3.5116369998412424,brown,brown,1
Pou6f2,3.5003402514593427,brown,brown,1
Sec23ip,3.4944305343189423,brown,brown,1
Cd200r1,3.4707160431747064,brown,brown,1
Ccdc24,3.4379673911438946,brown,brown,1
Snhg11,3.4028841139591766,brown,brown,1
Acly,3.364868066912864,brown,brown,1
LOC688869,3.362193349624039,brown,brown,1
Zfp384,3.3602821955055027,brown,brown,1
LOC102548847,3.3510229675827903,brown,brown,1
Mtch1,3.328203121207461,brown,brown,1
Ccna1,3.309920510986917,brown,brown,1
Zfp629,3.308862236459425,brown,brown,1
Rnasek,3.28020654635134,brown,brown,1
Cdc14b,3.2786362005524485,brown,brown,1
LOC288913,3.2729048952347926,brown,brown,1
Esrrg,3.267703025744886,brown,brown,1
E2f3,3.2652505546258035,brown,brown,1
Rps9,3.2601146022473664,brown,brown,1
Rgs4,3.255626583837382,brown,brown,1
Cebpg,3.2523395052333304,brown,brown,1
Stx18,3.2365816193177546,brown,brown,1
Plekhh2,3.2265286305031182,brown,brown,1
Mir23b,3.2220567306987737,brown,brown,1
Pip4k2c,3.214620283270228,brown,brown,1
Uvssa,3.2131917563792047,brown,brown,1
Zfp593,3.20909524804485,brown,brown,1
Tnpo2,3.2051669326628156,brown,brown,1
Bop1,3.1675022315159302,brown,brown,1
RT1-O1,3.1650489416147,brown,brown,1
Melk,3.157438846032024,brown,brown,1
Hpx,3.1178980175450444,brown,brown,1
Acd,3.100745993311349,brown,brown,1
Acot4,3.085722174202981,brown,brown,1
Bri3,3.083024890032158,brown,brown,1
Slc47a2,3.0620793315078805,brown,brown,1
Apoa1,3.0529451486310544,brown,brown,1
Cntn6,3.012531371759482,brown,brown,1
Slc41a2,2.9932540766734643,brown,brown,1
Ube2d4,2.9878508434371636,brown,brown,1
Ccl11,2.985782193037902,brown,brown,1
Vapb,2.9759787797455823,brown,brown,1
Hoxb3,2.9733640272683566,brown,brown,1
Sec14l5,2.9702986053313363,brown,brown,1
Ddx27,2.9592200711647765,brown,brown,1
Usp30,2.9407294833355277,brown,brown,1
Slc9b1,2.8650469637158813,brown,brown,1
Srprb,2.8602787719592926,brown,brown,1
Brap,2.8404527279653635,brown,brown,1
Nog,2.8352810657833145,brown,brown,1
Ankrd7,2.8211748474816654,brown,brown,1
Wwc2,2.8192772407103495,brown,brown,1
LOC690918,2.7993275137668303,brown,brown,1
Ptrhd1,2.7956163165502868,brown,brown,1
Crispld1,2.7298162164725186,brown,brown,1
Ankrd61,2.704611585670649,brown,brown,1
Krt86,2.6998599250004403,brown,brown,1
Pole2,2.6642839125929507,brown,brown,1
Numb,2.6634732640137746,brown,brown,1
B3gnt2,2.658125749366932,brown,brown,1
Rln1,2.651999279950477,brown,brown,1
Grb7,2.646945616900606,brown,brown,1
Traf1,2.6440032367243402,brown,brown,1
Dbndd1,2.6318468961984616,brown,brown,1
RGD1559683,2.6195800316768905,brown,brown,1
Cyp4f5,2.6103877694213335,brown,brown,1
Il22ra2,2.5820901357280617,brown,brown,1
Mtdh,2.5641858896429386,brown,brown,1
Ppcs,2.5626436461110664,brown,brown,1
Taf1b,2.55229380153069,brown,brown,1
Bhlha15,2.542606865769994,brown,brown,1
E4f1,2.5374127399501774,brown,brown,1
Neu2,2.517192958846056,brown,brown,1
RGD1563222,2.49237228052819,brown,brown,1
Cys1,2.484889013107919,brown,brown,1
Robo3,2.4658332124537985,brown,brown,1
Zfand2a,2.4300751614040554,brown,brown,1
Has1,2.405100019238796,brown,brown,1
Thap7,2.3878376575755307,brown,brown,1
Slc27a1,2.374441552520104,brown,brown,1
Sla2,2.3498848134962764,brown,brown,1
B3gntl1,2.3435189492037214,brown,brown,1
Arpp21,2.3390699087554205,brown,brown,1
Hs3st5,2.2959946086427854,brown,brown,1
Dyrk2,2.2879684924160353,brown,brown,1
Anks3,2.2872543135821695,brown,brown,1
Tonsl,2.2856699203753177,brown,brown,1
Coasy,2.2713106276046653,brown,brown,1
Loxhd1,2.2616213854120137,brown,brown,1
Krt34,2.2142991091643713,brown,brown,1
Rbms1,2.211247207364991,brown,brown,1
Adck5,2.1950873615648487,brown,brown,1
Sapcd2,2.176580977026906,brown,brown,1
Tmem223,2.154425996087582,brown,brown,1
Dhrs7,2.1031292297874913,brown,brown,1
Pelo,2.0454523479736593,brown,brown,1
Hist1h1t,2.0387423581922732,brown,brown,1
Ttpal,1.9938275531598477,brown,brown,1
LOC498122,1.9915729500039236,brown,brown,1
Inpp5a,1.9899304105851277,brown,brown,1
Pcdhb5,1.9815086401255688,brown,brown,1
Surf1,1.9601200069043203,brown,brown,1
Mir124-1,1.9286734101938585,brown,brown,1
Prss22,1.9203867918856272,brown,brown,1
LOC102723236,1.9041756537314873,brown,brown,1
Rbm45,1.9026592606923158,brown,brown,1
Keap1,1.8997095737646383,brown,brown,1
LOC100911664,1.8911600541521836,brown,brown,1
Cdcp1,1.8507271849897458,brown,brown,1
Ubqln2,1.8254789113497205,brown,brown,1
Dusp11,1.825408736053694,brown,brown,1
Usp10,1.8005067503469372,brown,brown,1
Krt9,1.7590432921889154,brown,brown,1
Cyp2s1,1.753200861999379,brown,brown,1
Wdr63,1.6483978183179735,brown,brown,1
Neu4,1.5783574987227995,brown,brown,1
Nr1h3,1.5780293388871418,brown,brown,1
Sox15,1.5647913947034369,brown,brown,1
Tnni3,1.5576050665456587,brown,brown,1
Tmem204,1.5327731963488234,brown,brown,1
